SIL-ENCE 1.0	sil
ngobala 1.0	N g O b_< a l a
ngobambe 1.0	N g O b_< a m b E
ngobani 1.0	N g O b_< a n i
ngobende 1.0	N g O b_< E n d E
ngobethole 1.0	N g O b_< E t_h O l E
ngobhongwana 1.0	N g O b O N g w a n a
ngoboya 1.0	N g O b_< O j a
ngobubanzi 1.0	N g O b_< u b_< a n dz i
ngobuciko 1.0	N g O b_< u |\ i k O
ngobude 1.0	N g O b_< u d E
ngobudedengu 1.0	N g O b_< u d E d E N g u
ngobudlelwano 1.0	N g O b_< u K\ E l w a n O
ngobufakazi 1.0	N g O b_< u f a k a z i
ngobuhlanga 1.0	N g O b_< u K a N g a
ngobukhulu 1.0	N g O b_< u k_h u l u
ngobukhuphe 1.0	N g O b_< u k_h u p_h E
ngobulelesi 1.0	N g O b_< u l E l E s i
ngobulili 1.0	N g O b_< u l i l i
ngobulungiswa 1.0	N g O b_< u l u N g i s w a
ngobumnyama 1.0	N g O b_< u m J a m a
ngobungako 1.0	N g O b_< u N g a k O
ngobungozi 1.0	N g O b_< u N g O z i
ngobuningi 1.0	N g O b_< u n i N g i
ngobunono 1.0	N g O b_< u n O n O
ngobunye 1.0	N g O b_< u J E
ngobuqili 1.0	N g O b_< u !\ i l i
ngobuqiniso 1.0	N g O b_< u !\ i n i s O
ngobuso 1.0	N g O b_< u s O
ngobuyena 1.0	N g O b_< u j E n a
ngobuzwe 1.0	N g O b_< u z w E
ngocansi 1.0	N g O |\ a n ts_> i
ngochungechunge 1.0	N g O |\h u N g E |\h u N g E
ngocingo 1.0	N g O |\ i N g O
ngocwaningo 1.0	N g O |\ w a n i N g O
ngodaba 1.0	N g O d a b_< a
ngodelunina 1.0	N g O d E l u n i n a
ngodinga 1.0	N g O d i N g a
ngodishane 1.0	N g O d i S a n E
ngodishani 1.0	N g O d i S a n i
ngofake 1.0	N g O f a k E
ngofeleba 1.0	N g O f E l E b_< a
ngofuna 1.0	N g O f u n a
ngogesi 1.0	N g O g E s i
ngogodo 1.0	N g O g O d O
ngogomere 1.0	N g O g O m E r E
ngogomore 1.0	N g O g O m O r E
ngogqozi 1.0	N g O !\g_0 O z i
ngoguquko 1.0	N g O g u !\ u k O
ngogwayi 1.0	N g O g w a j i
ngohambo 1.0	N g O h a m b O
ngohlamvu 1.0	N g O K a m v u
ngohleko 1.0	N g O K E k O
ngohlelo 1.0	N g O K E l O
ngohlobo 1.0	N g O K O b_< O
ngohlonipha 1.0	N g O K O n i p_h a
ngohulumeni 1.0	N g O h u l u m E n i
ngojese 1.0	N g O d_0Z E s E
ngojulayi 1.0	N g O d_0Z u l a j i
ngok 1.0	N g O k E
ngoketshezi 1.0	N g O k E tS_> E z i
ngokhetho 1.0	N g O k_h E t_h O
ngokhulumayo 1.0	N g O k_h u l u m a j O
ngoko 1.0	N g O k O
ngokobuchwephesha 1.0	N g O k O b_< u |\h w E p_h E S a
ngokobuhlanga 1.0	N g O k O b_< u K a N g a
ngokobulili 1.0	N g O k O b_< u l i l i
ngokobunzima 1.0	N g O k O b_< u n dz i m a
ngokobusayensi 1.0	N g O k O b_< u s a j E n ts_> i
ngokocansi 1.0	N g O k O |\ a n ts_> i
ngokohlelo 1.0	N g O k O K E l O
ngokohlu 1.0	N g O k O K u
ngokokusebenza 1.0	N g O k O k u s E b_< E n dz a
ngokombono 1.0	N g O k O m b O n O
ngokomdabu 1.0	N g O k O m d a b_< u
ngokomgomo 1.0	N g O k O m g O m O
ngokomhlaba 1.0	N g O k O m K a b_< a
ngokomlando 1.0	N g O k O m l a n d O
ngokomnotho 1.0	N g O k O m n O t_h O
ngokomoya 1.0	N g O k O m O j a
ngokomqondo 1.0	N g O k O m !\ O n d O
ngokomqulu 1.0	N g O k O m !\ u l u
ngokomthetho 1.0	N g O k O m t_h E t_h O
ngokomthethosisekelo 1.0	N g O k O m t_h E t_h O s i s E k E l O
ngokomyalelo 1.0	N g O k O m j a l E l O
ngokomzimba 1.0	N g O k O m z i m b a
ngokora 1.0	N g O k O r a
ngokoshintsho 1.0	N g O k O S i n tS_> O
ngokothemthetho 1.0	N g O k O t_h E m t_h E t_h O
ngoku 1.0	N g O k u
ngokuba 1.0	N g O k u b_< a
ngokubaluleka 1.0	N g O k u b_< a l u l E k a
ngokubalulekile 1.0	N g O k u b_< a l u l E k i l E
ngokubamba 1.0	N g O k u b_< a m b a
ngokubambisana 1.0	N g O k u b_< a m b i s a n a
ngokubanjwa 1.0	N g O k u b_< a J d_0Z w a
ngokubekiwe 1.0	N g O k u b_< E k i w E
ngokubekwa 1.0	N g O k u b_< E k w a
ngokubhala 1.0	N g O k u b a l a
ngokubhalela 1.0	N g O k u b a l E l a
ngokubhalwe 1.0	N g O k u b a l w E
ngokubheka 1.0	N g O k u b E k a
ngokubhekana 1.0	N g O k u b E k a n a
ngokubhema 1.0	N g O k u b E m a
ngokubhida 1.0	N g O k u b i d a
ngokubika 1.0	N g O k u b_< i k a
ngokubona 1.0	N g O k u b_< O n a
ngokubonelela 1.0	N g O k u b_< O n E l E l a
ngokubonisana 1.0	N g O k u b_< O n i s a n a
ngokububula 1.0	N g O k u b_< u b_< u l a
ngokubulala 1.0	N g O k u b_< u l a l a
ngokubuyela 1.0	N g O k u b_< u j E l a
ngokubuza 1.0	N g O k u b_< u z a
ngokucabanga 1.0	N g O k u |\ a b_< a N g a
ngokucela 1.0	N g O k u |\ E l a
ngokuconsa 1.0	N g O k u |\ O n ts_> a
ngokucophelela 1.0	N g O k u |\ O p_h E l E l a
ngokucubungula 1.0	N g O k u |\ u b_< u N g u l a
ngokucula 1.0	N g O k u |\ u l a
ngokucwecwa 1.0	N g O k u |\ w E |\ w a
ngokudayiswa 1.0	N g O k u d a j i s w a
ngokudingwa 1.0	N g O k u d i N g w a
ngokudinwa 1.0	N g O k u d i n w a
ngokudla 1.0	N g O k u K\ a
ngokudlanga 1.0	N g O k u K\ a N g a
ngokudlula 1.0	N g O k u K\ u l a
ngokuduma 1.0	N g O k u d u m a
ngokudwetshwa 1.0	N g O k u d w E tS_> w a
ngokufa 1.0	N g O k u f a
ngokufaka 1.0	N g O k u f a k a
ngokufakela 1.0	N g O k u f a k E l a
ngokufakwa 1.0	N g O k u f a k w a
ngokufana 1.0	N g O k u f a n a
ngokufanele 1.0	N g O k u f a n E l E
ngokufaneleka 1.0	N g O k u f a n E l E k a
ngokufanelekile 1.0	N g O k u f a n E l E k i l E
ngokufika 1.0	N g O k u f i k a
ngokufuna 1.0	N g O k u f u n a
ngokufundisa 1.0	N g O k u f u n d i s a
ngokufunga 1.0	N g O k u f u N g a
ngokugcina 1.0	N g O k u |\g_0 i n a
ngokugculisayo 1.0	N g O k u |\g_0 u l i s a j O
ngokugcwaliswa 1.0	N g O k u |\g_0 w a l i s w a
ngokugcwele 1.0	N g O k u |\g_0 w E l E
ngokugigiyela 1.0	N g O k u g i g i j E l a
ngokugqugquzela 1.0	N g O k u !\g_0 u !\g_0 u z E l a
ngokuguqulwa 1.0	N g O k u g u !\ u l w a
ngokugwema 1.0	N g O k u g w E m a
ngokugxila 1.0	N g O k u |\|\g_0 i l a
ngokugxile 1.0	N g O k u |\|\g_0 i l E
ngokugxumagxuma 1.0	N g O k u |\|\g_0 u m a |\|\g_0 u m a
ngokuhamba 1.0	N g O k u h a m b a
ngokuhambisana 1.0	N g O k u h a m b i s a n a
ngokuhlabana 1.0	N g O k u K a b_< a n a
ngokuhlabisa 1.0	N g O k u K a b_< i s a
ngokuhlakaza 1.0	N g O k u K a k a z a
ngokuhlala 1.0	N g O k u K a l a
ngokuhlalisana 1.0	N g O k u K a l i s a n a
ngokuhlanganisa 1.0	N g O k u K a N g a n i s a
ngokuhlanganyela 1.0	N g O k u K a N g a J E l a
ngokuhlanganyele 1.0	N g O k u K a N g a J E l E
ngokuhlanganyelwayo 1.0	N g O k u K a N g a J E l w a j O
ngokuhlangene 1.0	N g O k u K a N g E n E
ngokuhlanza 1.0	N g O k u K a n dz a
ngokuhlaziya 1.0	N g O k u K a z i j a
ngokuhlelekilebese 1.0	N g O k u K E l E k i l E b_< E s E
ngokuhleliwe 1.0	N g O k u K E l i w E
ngokuhlinzeka 1.0	N g O k u K i n dz E k a
ngokuhlinzwa 1.0	N g O k u K i n dz w a
ngokuhlola 1.0	N g O k u K O l a
ngokuhlolisisa 1.0	N g O k u K O l i s i s a
ngokuhlolwa 1.0	N g O k u K O l w a
ngokuhlonipha 1.0	N g O k u K O n i p_h a
ngokuhlukumeza 1.0	N g O k u K u k u m E z a
ngokuhluleka 1.0	N g O k u K u l E k a
ngokuhlupheka 1.0	N g O k u K u p_h E k a
ngokujiyile 1.0	N g O k u d_0Z i j i l E
ngokujova 1.0	N g O k u d_0Z O v a
ngokujubalala 1.0	N g O k u d_0Z u b_< a l a l a
ngokujula 1.0	N g O k u d_0Z u l a
ngokujwayelekile 1.0	N g O k u d_0Z w a j E l E k i l E
ngokuka 1.0	N g O k u k a
ngokukhala 1.0	N g O k u k_h a l a
ngokukhathazeka 1.0	N g O k u k_h a t_h a z E k a
ngokukhetha 1.0	N g O k u k_h E t_h a
ngokukhethekile 1.0	N g O k u k_h E t_h E k i l E
ngokukhethwa 1.0	N g O k u k_h E t_h w a
ngokukhexa 1.0	N g O k u k_h E |\|\ a
ngokukhipha 1.0	N g O k u k_h i p_h a
ngokukhiqiziwe 1.0	N g O k u k_h i !\ i z i w E
ngokukhokha 1.0	N g O k u k_h O k_h a
ngokukhokhela 1.0	N g O k u k_h O k_h E l a
ngokukhokhelwa 1.0	N g O k u k_h O k_h E l w a
ngokukhombisa 1.0	N g O k u k_h O m b i s a
ngokukhulelwa 1.0	N g O k u k_h u l E l w a
ngokukhulu 1.0	N g O k u k_h u l u
ngokukhuluma 1.0	N g O k u k_h u l u m a
ngokukhuthaza 1.0	N g O k u k_h u t_h a z a
ngokukhuza 1.0	N g O k u k_h u z a
ngokukleliswa 1.0	N g O k u kK_> E l i s w a
ngokukuxhasa 1.0	N g O k u k u |\|\h a s a
ngokukweseka 1.0	N g O k u k w E s E k a
ngokulahleka 1.0	N g O k u l a K E k a
ngokulahlekelwa 1.0	N g O k u l a K E k E l w a
ngokulambisa 1.0	N g O k u l a m b i s a
ngokulandela 1.0	N g O k u l a n d E l a
ngokulandelana 1.0	N g O k u l a n d E l a n a
ngokulandisa 1.0	N g O k u l a n d i s a
ngokulandlela 1.0	N g O k u l a n K\ E l a
ngokulawula 1.0	N g O k u l a w u l a
ngokulibonga 1.0	N g O k u l i b_< O N g a
ngokulimalela 1.0	N g O k u l i m a l E l a
ngokulimazana 1.0	N g O k u l i m a z a n a
ngokulingana 1.0	N g O k u l i N g a n a
ngokulinganayo 1.0	N g O k u l i N g a n a j O
ngokulokhu 1.0	N g O k u l O k_h u
ngokulula 1.0	N g O k u l u l a
ngokulumbaniswa 1.0	N g O k u l u m b a n i s w a
ngokulunga 1.0	N g O k u l u N g a
ngokulungile 1.0	N g O k u l u N g i l E
ngokuluvalela 1.0	N g O k u l u v a l E l a
ngokulwa 1.0	N g O k u l w a
ngokumangala 1.0	N g O k u m a N g a l a
ngokumayina 1.0	N g O k u m a j i n a
ngokumdabukela 1.0	N g O k u m d a b_< u k E l a
ngokumfonela 1.0	N g O k u m f O n E l a
ngokumhlaba 1.0	N g O k u m K a b_< a
ngokumiswa 1.0	N g O k u m i s w a
ngokumlanda 1.0	N g O k u m l a n d a
ngokumtshela 1.0	N g O k u m tS_> E l a
ngokunabile 1.0	N g O k u n a b_< i l E
ngokunakekelwa 1.0	N g O k u n a k E k E l w a
ngokuncane 1.0	N g O k u n |\ a n E
ngokuncika 1.0	N g O k u n |\ i k a
ngokuncomekayo 1.0	N g O k u n |\ O m E k a j O
ngokunengwa 1.0	N g O k u n E N g w a
ngokungabaniki 1.0	N g O k u N g a b_< a n i k i
ngokungafanele 1.0	N g O k u N g a f a n E l E
ngokungagculisi 1.0	N g O k u N g a |\g_0 u l i s i
ngokungajwayelekile 1.0	N g O k u N g a d_0Z w a j E l E k i l E
ngokungakhathali 1.0	N g O k u N g a k_h a t_h a l i
ngokungalungile 1.0	N g O k u N g a l u N g i l E
ngokunganakekile 1.0	N g O k u N g a n a k E k i l E
ngokunganakeleli 1.0	N g O k u N g a n a k E l E l i
ngokunganelisi 1.0	N g O k u N g a n E l i s i
ngokungaphelele 1.0	N g O k u N g a p_h E l E l E
ngokungaphikisani 1.0	N g O k u N g a p_h i k i s a n i
ngokungathuthukisi 1.0	N g O k u N g a t_h u t_h u k i s i
ngokungekho 1.0	N g O k u N g E k_h O
ngokungekuhle 1.0	N g O k u N g E k u K E
ngokungemthetho 1.0	N g O k u N g E m t_h E t_h O
ngokungenangqondo 1.0	N g O k u N g E n a N !\g_0 O n d O
ngokungenelela 1.0	N g O k u N g E n E l E l a
ngokungenziwa 1.0	N g O k u N g E n dz i w a
ngokungeseka 1.0	N g O k u N g E s E k a
ngokungesikho 1.0	N g O k u N g E s i k_h O
ngokungikhumbuza 1.0	N g O k u N g i k_h u m b u z a
ngokunikela 1.0	N g O k u n i k E l a
ngokunikeza 1.0	N g O k u n i k E z a
ngokuninga 1.0	N g O k u n i N g a
ngokuniphazamisa 1.0	N g O k u n i p_h a z a m i s a
ngokunomqondo 1.0	N g O k u n O m !\ O n d O
ngokunye 1.0	N g O k u J E
ngokuphambanisa 1.0	N g O k u p_h a m b a n i s a
ngokuphambene 1.0	N g O k u p_h a m b E n E
ngokuphatha 1.0	N g O k u p_h a t_h a
ngokuphathekayo 1.0	N g O k u p_h a t_h E k a j O
ngokuphathel 1.0	N g O k u p_h a t_h E l
ngokuphathelene 1.0	N g O k u p_h a t_h E l E n E
ngokuphathwa 1.0	N g O k u p_h a t_h w a
ngokuphazima 1.0	N g O k u p_h a z i m a
ngokuphelele 1.0	N g O k u p_h E l E l E
ngokuphepha 1.0	N g O k u p_h E p_h a
ngokuphephile 1.0	N g O k u p_h E p_h i l E
ngokuphindiwe 1.0	N g O k u p_h i n d i w E
ngokuphula 1.0	N g O k u p_h u l a
ngokuphumelela 1.0	N g O k u p_h u m E l E l a
ngokuphumelelayo 1.0	N g O k u p_h u m E l E l a j O
ngokuphusile 1.0	N g O k u p_h u s i l E
ngokuprinta 1.0	N g O k u p_> r i n t_> a
ngokuqalisa 1.0	N g O k u !\ a l i s a
ngokuqaphela 1.0	N g O k u !\ a p_h E l a
ngokuqasha 1.0	N g O k u !\ a S a
ngokuqeqesha 1.0	N g O k u !\ E !\ E S a
ngokuqeqeshekile 1.0	N g O k u !\ E !\ E S E k i l E
ngokuqeqeshwa 1.0	N g O k u !\ E !\ E S w a
ngokuqhathanisa 1.0	N g O k u !\h a t_h a n i s a
ngokuqhubeka 1.0	N g O k u !\h u b_< E k a
ngokuqhubekayo 1.0	N g O k u !\h u b_< E k a j O
ngokuqina 1.0	N g O k u !\ i n a
ngokuqinisekileyo 1.0	N g O k u !\ i n i s E k i l E j O
ngokuqinisekisa 1.0	N g O k u !\ i n i s E k i s a
ngokuqonda 1.0	N g O k u !\ O n d a
ngokuqonde 1.0	N g O k u !\ O n d E
ngokuqondile 1.0	N g O k u !\ O n d i l E
ngokuqondisa 1.0	N g O k u !\ O n d i s a
ngokuqophisana 1.0	N g O k u !\ O p_h i s a n a
ngokusaba 1.0	N g O k u s a b_< a
ngokusansimbi 1.0	N g O k u s a n ts_> i m b i
ngokusebenza 1.0	N g O k u s E b_< E n dz a
ngokusebenzela 1.0	N g O k u s E b_< E n dz E l a
ngokusebenzisa 1.0	N g O k u s E b_< E n dz i s a
ngokusebenzisana 1.0	N g O k u s E b_< E n dz i s a n a
ngokuseka 1.0	N g O k u s E k a
ngokusekela 1.0	N g O k u s E k E l a
ngokusekelwa 1.0	N g O k u s E k E l w a
ngokusemandleni 1.0	N g O k u s E m a n K\ E n i
ngokusemqoka 1.0	N g O k u s E m !\ O k a
ngokusendimeni 1.0	N g O k u s E n d i m E n i
ngokusenmthethweni 1.0	N g O k u s E n m t_h E t_h w E n i
ngokusetshenziswa 1.0	N g O k u s E tS_> E n dz i s w a
ngokusezingeni 1.0	N g O k u s E z i N g E n i
ngokushaywa 1.0	N g O k u S a j w a
ngokushelelayo 1.0	N g O k u S E l E l a j O
ngokushesha 1.0	N g O k u S E S a
ngokusheshisa 1.0	N g O k u S E S i s a
ngokushibha 1.0	N g O k u S i b a
ngokushicilela 1.0	N g O k u S i |\ i l E l a
ngokushintsha 1.0	N g O k u S i n tS_> a
ngokusho 1.0	N g O k u S O
ngokusigibelisa 1.0	N g O k u s i g i b_< E l i s a
ngokusihushula 1.0	N g O k u s i h u S u l a
ngokusikisela 1.0	N g O k u s i k i s E l a
ngokusisayina 1.0	N g O k u s i s a j i n a
ngokusixhasa 1.0	N g O k u s i |\|\h a s a
ngokusiza 1.0	N g O k u s i z a
ngokusizwa 1.0	N g O k u s i z w a
ngokusobala 1.0	N g O k u s O b_< a l a
ngokusungula 1.0	N g O k u s u N g u l a
ngokusunguleka 1.0	N g O k u s u N g u l E k a
ngokusungulwa 1.0	N g O k u s u N g u l w a
ngokususa 1.0	N g O k u s u s a
ngokususwa 1.0	N g O k u s u s w a
ngokuthakatha 1.0	N g O k u t_h a k a t_h a
ngokuthanda 1.0	N g O k u t_h a n d a
ngokuthatha 1.0	N g O k u t_h a t_h a
ngokuthengisa 1.0	N g O k u t_h E N g i s a
ngokuthi 1.0	N g O k u t_h i
ngokuthintana 1.0	N g O k u t_h i n t_> a n a
ngokuthobela 1.0	N g O k u t_h O b_< E l a
ngokuthola 1.0	N g O k u t_h O l a
ngokutholwa 1.0	N g O k u t_h O l w a
ngokuthula 1.0	N g O k u t_h u l a
ngokuthuthukisa 1.0	N g O k u t_h u t_h u k i s a
ngokuthuthukiswa 1.0	N g O k u t_h u t_h u k i s w a
ngokuvamile 1.0	N g O k u v a m i l E
ngokuvelele 1.0	N g O k u v E l E l E
ngokuvikeleka 1.0	N g O k u v i k E l E k a
ngokuvuma 1.0	N g O k u v u m a
ngokuvumelana 1.0	N g O k u v u m E l a n a
ngokuvunyelwa 1.0	N g O k u v u J E l w a
ngokuwayisa 1.0	N g O k u w a j i s a
ngokuxhumana 1.0	N g O k u |\|\h u m a n a
ngokuxolelwa 1.0	N g O k u |\|\ O l E l w a
ngokuxolisa 1.0	N g O k u |\|\ O l i s a
ngokuya 1.0	N g O k u j a
ngokuyihlanganisa 1.0	N g O k u j i K a N g a n i s a
ngokuyiqiniso 1.0	N g O k u j i !\ i n i s O
ngokuyisipesheni 1.0	N g O k u j i s i p_> E S E n i
ngokuyisisekelo 1.0	N g O k u j i s i s E k E l O
ngokuzalana 1.0	N g O k u z a l a n a
ngokuzalwa 1.0	N g O k u z a l w a
ngokuzayo 1.0	N g O k u z a j O
ngokuzethemba 1.0	N g O k u z E t_h E m b a
ngokuzibandakanya 1.0	N g O k u z i b_< a n d a k a J a
ngokuzibona 1.0	N g O k u z i b_< O n a
ngokuzihlukanisa 1.0	N g O k u z i K u k a n i s a
ngokuzikhethela 1.0	N g O k u z i k_h E t_h E l a
ngokuzilandula 1.0	N g O k u z i l a n d u l a
ngokuzimisela 1.0	N g O k u z i m i s E l a
ngokuzinakekela 1.0	N g O k u z i n a k E k E l a
ngokuzinikela 1.0	N g O k u z i n i k E l a
ngokuziphatha 1.0	N g O k u z i p_h a t_h a
ngokuziphindisela 1.0	N g O k u z i p_h i n d i s E l a
ngokuziqayisa 1.0	N g O k u z i !\ a j i s a
ngokuzithoba 1.0	N g O k u z i t_h O b_< a
ngokuzivakashela 1.0	N g O k u z i v a k a S E l a
ngokuzwakalayo 1.0	N g O k u z w a k a l a j O
ngokwabelana 1.0	N g O k w a b_< E l a n a
ngokwabiwa 1.0	N g O k w a b_< i w a
ngokwabo 1.0	N g O k w a b_< O
ngokwake 1.0	N g O k w a k E
ngokwakha 1.0	N g O k w a k_h a
ngokwakhayo 1.0	N g O k w a k_h a j O
ngokwakhe 1.0	N g O k w a k_h E
ngokwakhiwa 1.0	N g O k w a k_h i w a
ngokwakho 1.0	N g O k w a k_h O
ngokwakumcikile 1.0	N g O k w a k u m |\ i k i l E
ngokwakwenzeke 1.0	N g O k w a k w E n dz E k E
ngokwale 1.0	N g O k w a l E
ngokwalesahluko 1.0	N g O k w a l E s a K u k O
ngokwalo 1.0	N g O k w a l O
ngokwalomthetho 1.0	N g O k w a l O m t_h E t_h O
ngokwalomthethonkambiso 1.0	N g O k w a l O m t_h E t_h O N k a m b i s O
ngokwamakhono 1.0	N g O k w a m a k_h O n O
ngokwamamaphesenti 1.0	N g O k w a m a m a p_h E s E n t_> i
ngokwamanani 1.0	N g O k w a m a n a n i
ngokwamandla 1.0	N g O k w a m a n K\ a
ngokwamaphuzu 1.0	N g O k w a m a p_h u z u
ngokwamasiko 1.0	N g O k w a m a s i k O
ngokwamazinga 1.0	N g O k w a m a z i N g a
ngokwami 1.0	N g O k w a m i
ngokwamukela 1.0	N g O k w a m u k E l a
ngokwandile 1.0	N g O k w a n d i l E
ngokwanele 1.0	N g O k w a n E l E
ngokwanoma 1.0	N g O k w a n O m a
ngokwasentshonalanga 1.0	N g O k w a s E n tS_> O n a l a N g a
ngokwaso 1.0	N g O k w a s O
ngokwayo 1.0	N g O k w a j O
ngokwazi 1.0	N g O k w a z i
ngokwazisa 1.0	N g O k w a z i s a
ngokwaziswa 1.0	N g O k w a z i s w a
ngokwazo 1.0	N g O k w a z O
ngokwebana 1.0	N g O k w E b_< a n a
ngokwedabuko 1.0	N g O k w E d a b_< u k O
ngokwedlulele 1.0	N g O k w E K\ u l E l E
ngokwedlulisela 1.0	N g O k w E K\ u l i s E l a
ngokwehla 1.0	N g O k w E K a
ngokwehlisa 1.0	N g O k w E K i s a
ngokwehlukahlukana 1.0	N g O k w E K u k a K u k a n a
ngokwehlukana 1.0	N g O k w E K u k a n a
ngokwehlukanisa 1.0	N g O k w E K u k a n i s a
ngokwejwayelekile 1.0	N g O k w E d_0Z w a j E l E k i l E
ngokwelapha 1.0	N g O k w E l a p_h a
ngokwelayisense 1.0	N g O k w E l a j i s E n ts_> E
ngokwelekelela 1.0	N g O k w E l E k E l E l a
ngokwemali 1.0	N g O k w E m a l i
ngokwembuleleka 1.0	N g O k w E m b u l E l E k a
ngokwemibandela 1.0	N g O k w E m i b_< a n d E l a
ngokwemigomo 1.0	N g O k w E m i g O m O
ngokweminyaka 1.0	N g O k w E m i J a k a
ngokwemiyalo 1.0	N g O k w E m i j a l O
ngokwemvelo 1.0	N g O k w E m v E l O
ngokwenabile 1.0	N g O k w E n a b_< i l E
ngokwendawo 1.0	N g O k w E n d a w O
ngokwendima 1.0	N g O k w E n d i m a
ngokwenele 1.0	N g O k w E n E l E
ngokwengeza 1.0	N g O k w E N g E z a
ngokwengeziwe 1.0	N g O k w E N g E z i w E
ngokwengqondo 1.0	N g O k w E N !\g_0 O n d O
ngokwenhlalo 1.0	N g O k w E n K a l O
ngokwenhloso 1.0	N g O k w E n K O s O
ngokweningi 1.0	N g O k w E n i N g i
ngokwenjwayelo 1.0	N g O k w E J d_0Z w a j E l O
ngokwenkolo 1.0	N g O k w E N k O l O
ngokwenqubo 1.0	N g O k w E n !\ u b_< O
ngokwentando 1.0	N g O k w E n t_> a n d O
ngokwenza 1.0	N g O k w E n dz a
ngokwenzeka 1.0	N g O k w E n dz E k a
ngokwenzekayi 1.0	N g O k w E n dz E k a j i
ngokwenzekile 1.0	N g O k w E n dz E k i l E
ngokwenzenjalo 1.0	N g O k w E n dz E J d_0Z a l O
ngokwenziwa 1.0	N g O k w E n dz i w a
ngokweqiniso 1.0	N g O k w E !\ i n i s O
ngokwesaba 1.0	N g O k w E s a b_< a
ngokwesabelo 1.0	N g O k w E s a b_< E l O
ngokweseka 1.0	N g O k w E s E k a
ngokwesekwa 1.0	N g O k w E s E k w a
ngokwesekwe 1.0	N g O k w E s E k w E
ngokwesheduli 1.0	N g O k w E S E d u l i
ngokwesibalo 1.0	N g O k w E s i b_< a l O
ngokwesigaba 1.0	N g O k w E s i g a b_< a
ngokwesigatshana 1.0	N g O k w E s i g a tS_> a n a
ngokwesikhathi 1.0	N g O k w E s i k_h a t_h i
ngokwesikhundla 1.0	N g O k w E s i k_h u n K\ a
ngokwesiko 1.0	N g O k w E s i k O
ngokwesilinganiso 1.0	N g O k w E s i l i N g a n i s O
ngokwesilungu 1.0	N g O k w E s i l u N g u
ngokwesimiselo 1.0	N g O k w E s i m i s E l O
ngokwesintu 1.0	N g O k w E s i n t_> u
ngokwesiqu 1.0	N g O k w E s i !\ u
ngokwesisekelo 1.0	N g O k w E s i s E k E l O
ngokwesivumelwano 1.0	N g O k w E s i v u m E l w a n O
ngokwesizulu 1.0	N g O k w E s i z u l u
ngokwesulwa 1.0	N g O k w E s u l w a
ngokwethemba 1.0	N g O k w E t_h E m b a
ngokwethembana 1.0	N g O k w E t_h E m b a n a
ngokwethembeka 1.0	N g O k w E t_h E m b E k a
ngokwethu 1.0	N g O k w E t_h u
ngokwethula 1.0	N g O k w E t_h u l a
ngokwethulwa 1.0	N g O k w E t_h u l w a
ngokweyame 1.0	N g O k w E j a m E
ngokwezehlakalo 1.0	N g O k w E z E K a k a l O
ngokwezempilo 1.0	N g O k w E z E m p_> i l O
ngokwezi 1.0	N g O k w E z i
ngokwezibalo 1.0	N g O k w E z i b_< a l O
ngokwezidingo 1.0	N g O k w E z i d i N g O
ngokwezigaba 1.0	N g O k w E z i g a b_< a
ngokwezikhawu 1.0	N g O k w E z i k_h a w u
ngokwezimali 1.0	N g O k w E z i m a l i
ngokwezincomo 1.0	N g O k w E z i n |\ O m O
ngokwezindawo 1.0	N g O k w E z i n d a w O
ngokwezinga 1.0	N g O k w E z i N g a
ngokwezinhloso 1.0	N g O k w E z i n K O s O
ngokwezizathu 1.0	N g O k w E z i z a t_h u
ngokwezokukhula 1.0	N g O k w E z O k u k_h u l a
ngokwezokuphepha 1.0	N g O k w E z O k u p_h E p_h a
ngokwezolimo 1.0	N g O k w E z O l i m O
ngokwezombusazwe 1.0	N g O k w E z O m b u s a z w E
ngolimi 1.0	N g O l i m i
ngolomthetho 1.0	N g O l O m t_h E t_h O
ngolonwabu 1.0	N g O l O n w a b_< u
ngoludala 1.0	N g O l u d a l a
ngoluncane 1.0	N g O l u n |\ a n E
ngolunye 1.0	N g O l u J E
ngolwazi 1.0	N g O l w a z i
ngolwesibili 1.0	N g O l w E s i b_< i l i
ngolwesithathu 1.0	N g O l w E s i t_h a t_h u
ngolwimi 1.0	N g O l w i m i
ngomabhalane 1.0	N g O m a b a l a n E
ngomama 1.0	N g O m a m a
ngomasipala 1.0	N g O m a s i p_> a l a
ngomasipalati 1.0	N g O m a s i p_> a l a t_> i
ngombala 1.0	N g O m b a l a
ngombhalo 1.0	N g O m b a l O
ngombhobho 1.0	N g O m b O b O
ngombiko 1.0	N g O m b i k O
ngombono 1.0	N g O m b O n O
ngombukiso 1.0	N g O m b u k i s O
ngomcabango 1.0	N g O m |\ a b_< a N g O
ngomcimbi 1.0	N g O m |\ i m b i
ngomdlandla 1.0	N g O m K\ a n K\ a
ngomdwebo 1.0	N g O m d w E b_< O
ngomele 1.0	N g O m E l E
ngomenzi 1.0	N g O m E n dz i
ngomeyi 1.0	N g O m E j i
ngomgudu 1.0	N g O m g u d u
ngomhlaba 1.0	N g O m K a b_< a
ngomhlakangengozi 1.0	N g O m K a k a N g E N g O z i
ngomhlane 1.0	N g O m K a n E
ngomhlomulo 1.0	N g O m K O m u l O
ngomhumushi 1.0	N g O m h u m u S i
ngomkhathi 1.0	N g O m k_h a t_h i
ngomkhiqizo 1.0	N g O m k_h i !\ i z O
ngomlando 1.0	N g O m l a n d O
ngomlawuli 1.0	N g O m l a w u l i
